current_rest_link,rest_title,rest_rating,deal_name,deal_desc,full_menu_items_list,full_prices_list,full_discounts_list,full_pic_list
y1wd/mai-wei-deng-gao-xiong-he-di-ming-fu-dian,麥味登 (高雄河堤明福店),4.6/5,滿$250折$40,指定店家全館消費滿$250折$40,卡啦雞腿,from $ 60,NA,1
y1wd/mai-wei-deng-gao-xiong-he-di-ming-fu-dian,麥味登 (高雄河堤明福店),4.6/5,滿$250折$40,指定店家全館消費滿$250折$40,超厚牛肉起司,from $ 60,NA,0
y1wd/mai-wei-deng-gao-xiong-he-di-ming-fu-dian,麥味登 (高雄河堤明福店),4.6/5,滿$250折$40,指定店家全館消費滿$250折$40,美式鬆餅,$ 40,NA,1
y1wd/mai-wei-deng-gao-xiong-he-di-ming-fu-dian,麥味登 (高雄河堤明福店),4.6/5,滿$250折$40,指定店家全館消費滿$250折$40,黑胡椒鐵板麵,$ 40,NA,1
y1wd/mai-wei-deng-gao-xiong-he-di-ming-fu-dian,麥味登 (高雄河堤明福店),4.6/5,滿$250折$40,指定店家全館消費滿$250折$40,蘑菇鐵板麵,$ 40,NA,1
a4wc/yi-fu-jiang-guo-shao-gao-xiong-li-wen-dian,伊府將鍋燒 (高雄立文店),4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),伊府將·鍋燒【獨家餐點】,from $ 100,NA,1
a4wc/yi-fu-jiang-guo-shao-gao-xiong-li-wen-dian,伊府將鍋燒 (高雄立文店),4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),沙茶鍋燒【獨家餐點】,from $ 100,NA,1
a4wc/yi-fu-jiang-guo-shao-gao-xiong-li-wen-dian,伊府將鍋燒 (高雄立文店),4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),香麻·辣鍋燒【獨家餐點】,from $ 109,NA,0
a4wc/yi-fu-jiang-guo-shao-gao-xiong-li-wen-dian,伊府將鍋燒 (高雄立文店),4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),辛·泡菜鍋燒【獨家餐點】,from $ 109,NA,1
a4wc/yi-fu-jiang-guo-shao-gao-xiong-li-wen-dian,伊府將鍋燒 (高雄立文店),4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮮味蛤蠣鍋燒【獨家餐點】,from $ 119,NA,1
a4wc/yi-fu-jiang-guo-shao-gao-xiong-li-wen-dian,伊府將鍋燒 (高雄立文店),4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),極鮮白蝦鍋燒【獨家餐點】,from $ 119,NA,1
e9gt/cheng-tai-wan-shi-mu-yu-zhuan-mai-dian-gao-xiong-lin-sen-dian,成台灣虱目魚專賣店 (高雄林森店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),黃金菲力魚肉炒飯,$ 90,NA,1
e9gt/cheng-tai-wan-shi-mu-yu-zhuan-mai-dian-gao-xiong-lin-sen-dian,成台灣虱目魚專賣店 (高雄林森店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),黑胡椒鹹豬肉炒飯,$ 90,NA,0
e9gt/cheng-tai-wan-shi-mu-yu-zhuan-mai-dian-gao-xiong-lin-sen-dian,成台灣虱目魚專賣店 (高雄林森店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),招牌湯,$ 70,NA,0
e9gt/cheng-tai-wan-shi-mu-yu-zhuan-mai-dian-gao-xiong-lin-sen-dian,成台灣虱目魚專賣店 (高雄林森店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),煎大福魚肚,$ 145,NA,1
e9gt/cheng-tai-wan-shi-mu-yu-zhuan-mai-dian-gao-xiong-lin-sen-dian,成台灣虱目魚專賣店 (高雄林森店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蔥蛋,$ 70,NA,1
e9gt/cheng-tai-wan-shi-mu-yu-zhuan-mai-dian-gao-xiong-lin-sen-dian,成台灣虱目魚專賣店 (高雄林森店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),煎魚腸,$ 80,NA,0
y8aq/peng-pai-xing-hai-xian-zhuan-mai-dian,澎湃行海鮮專賣店,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),味噌海鮮粥,$ 150,NA,1
y8aq/peng-pai-xing-hai-xian-zhuan-mai-dian,澎湃行海鮮專賣店,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),麻辣海鮮粥,$ 150,NA,1
y8aq/peng-pai-xing-hai-xian-zhuan-mai-dian,澎湃行海鮮專賣店,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),原味海鮮讚岐烏龍麵,$ 160,NA,0
y8aq/peng-pai-xing-hai-xian-zhuan-mai-dian,澎湃行海鮮專賣店,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),味噌海鮮讚岐烏龍麵,$ 170,NA,0
y8aq/peng-pai-xing-hai-xian-zhuan-mai-dian,澎湃行海鮮專賣店,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),月亮花枝蝦餅,$ 180,NA,1
y8aq/peng-pai-xing-hai-xian-zhuan-mai-dian,澎湃行海鮮專賣店,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),白灼澎湖蚵,$ 150,NA,0
x6hs/guo-tai-hai-chan-zhou,國泰海產粥,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Seafood Porridge,from $ 91,NA,0
x6hs/guo-tai-hai-chan-zhou,國泰海產粥,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Sliced Boiled Pork with Garlic Sauce,from $ 78,NA,1
x6hs/guo-tai-hai-chan-zhou,國泰海產粥,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Broiled Sweet Potato Leaves,from $ 39,NA,1
x6hs/guo-tai-hai-chan-zhou,國泰海產粥,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Egg with Scallion,from $ 39,NA,1
x6hs/guo-tai-hai-chan-zhou,國泰海產粥,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Deep Fried Fish Tripe,$ 130,NA,1
x6hs/guo-tai-hai-chan-zhou,國泰海產粥,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Broiled Water Spinach,from $ 39,NA,1
a2kg/wu-fen-zhong-zhao-can-bei-ping-zhi-ying-dian,五分鐘找餐 (北平直營店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Egg with Basil Rice Ball,from $ 45,NA,1
a2kg/wu-fen-zhong-zhao-can-bei-ping-zhi-ying-dian,五分鐘找餐 (北平直營店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Salted Duck Egg Rice Ball,from $ 45,NA,1
a2kg/wu-fen-zhong-zhao-can-bei-ping-zhi-ying-dian,五分鐘找餐 (北平直營店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Thai Basil Chili Pork,from $ 45,NA,1
a2kg/wu-fen-zhong-zhao-can-bei-ping-zhi-ying-dian,五分鐘找餐 (北平直營店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Black Gold Double Enjoy Rice Ball,from $ 65,NA,1
a2kg/wu-fen-zhong-zhao-can-bei-ping-zhi-ying-dian,五分鐘找餐 (北平直營店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Fresh Flavor Noodles,from $ 75,NA,1
a2kg/wu-fen-zhong-zhao-can-bei-ping-zhi-ying-dian,五分鐘找餐 (北平直營店),4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Sand Tea Sauce Noodles,from $ 80,NA,1
e1fi/xia-shang-bao-zao-wu-can-gao-xiong-zuo-ying-dian,呷尚寶早午餐 (高雄左營店),4.6/5,NA,NA,活力6號餐,$ 115,NA,1
e1fi/xia-shang-bao-zao-wu-can-gao-xiong-zuo-ying-dian,呷尚寶早午餐 (高雄左營店),4.6/5,NA,NA,蘑菇鐵板麵,from $ 55,NA,1
e1fi/xia-shang-bao-zao-wu-can-gao-xiong-zuo-ying-dian,呷尚寶早午餐 (高雄左營店),4.6/5,NA,NA,薯條,$ 35,NA,1
e1fi/xia-shang-bao-zao-wu-can-gao-xiong-zuo-ying-dian,呷尚寶早午餐 (高雄左營店),4.6/5,NA,NA,麥克雞塊,$ 40,NA,1
e1fi/xia-shang-bao-zao-wu-can-gao-xiong-zuo-ying-dian,呷尚寶早午餐 (高雄左營店),4.6/5,NA,NA,煎餃,$ 40,NA,1
e1fi/xia-shang-bao-zao-wu-can-gao-xiong-zuo-ying-dian,呷尚寶早午餐 (高雄左營店),4.6/5,NA,NA,港龍蘿蔔糕,from $ 40,NA,1
vjby/kong-chu-niu-rou-mian-gao-xiong-qing-hai-dian,空廚牛肉麵 (高雄青海店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),炙燒牛五花川味牛肉麵套餐【獨家餐點】,from $ 170,NA,1
vjby/kong-chu-niu-rou-mian-gao-xiong-qing-hai-dian,空廚牛肉麵 (高雄青海店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),清燉牛肉麵套餐【獨家餐點】,from $ 160,NA,1
vjby/kong-chu-niu-rou-mian-gao-xiong-qing-hai-dian,空廚牛肉麵 (高雄青海店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蒜香紅燒牛肉麵套餐【獨家餐點】,from $ 160,NA,1
vjby/kong-chu-niu-rou-mian-gao-xiong-qing-hai-dian,空廚牛肉麵 (高雄青海店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),川味牛肉麵套餐【獨家餐點】,from $ 160,NA,1
vjby/kong-chu-niu-rou-mian-gao-xiong-qing-hai-dian,空廚牛肉麵 (高雄青海店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),牛肉乾拌麵套餐【獨家餐點】,from $ 160,NA,1
vjby/kong-chu-niu-rou-mian-gao-xiong-qing-hai-dian,空廚牛肉麵 (高雄青海店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),紅燒三寶牛肉麵套餐【獨家餐點】,from $ 210,NA,1
n7os/liang-she-han-pai-gu-gu-shan-qing-hai-dian,梁社漢排骨 (左營富國店),4.7/5,NA,NA,炸雞腿飯、古早味紅茶,$ 155,NA,1
n7os/liang-she-han-pai-gu-gu-shan-qing-hai-dian,梁社漢排骨 (左營富國店),4.7/5,NA,NA,厚切炸排骨飯、古早味紅茶,$ 155,NA,1
n7os/liang-she-han-pai-gu-gu-shan-qing-hai-dian,梁社漢排骨 (左營富國店),4.7/5,NA,NA,滷排骨飯、古早味紅茶,$ 155,NA,1
n7os/liang-she-han-pai-gu-gu-shan-qing-hai-dian,梁社漢排骨 (左營富國店),4.7/5,NA,NA,玫瑰油雞飯、古早味紅茶,$ 155,NA,1
n7os/liang-she-han-pai-gu-gu-shan-qing-hai-dian,梁社漢排骨 (左營富國店),4.7/5,NA,NA,椒鹽雞塊飯、古早味紅茶,$ 125,NA,1
n7os/liang-she-han-pai-gu-gu-shan-qing-hai-dian,梁社漢排骨 (左營富國店),4.7/5,NA,NA,炸紅糟肉飯、古早味紅茶,$ 129,NA,1
d5nl/da-hu-guo-yin-gao-xiong-gu-shan-dian-vendor,大呼過癮 (高雄鼓山店),4.7/5,NA,NA,大腸臭臭鍋,from $ 160,NA,1
d5nl/da-hu-guo-yin-gao-xiong-gu-shan-dian-vendor,大呼過癮 (高雄鼓山店),4.7/5,NA,NA,海鮮豆腐鍋,from $ 160,NA,1
d5nl/da-hu-guo-yin-gao-xiong-gu-shan-dian-vendor,大呼過癮 (高雄鼓山店),4.7/5,NA,NA,泡菜鍋,from $ 160,NA,1
d5nl/da-hu-guo-yin-gao-xiong-gu-shan-dian-vendor,大呼過癮 (高雄鼓山店),4.7/5,NA,NA,腸旺鴨血鍋,from $ 160,NA,1
d5nl/da-hu-guo-yin-gao-xiong-gu-shan-dian-vendor,大呼過癮 (高雄鼓山店),4.7/5,NA,NA,麻辣鍋,from $ 170,NA,1
d5nl/da-hu-guo-yin-gao-xiong-gu-shan-dian-vendor,大呼過癮 (高雄鼓山店),4.7/5,NA,NA,醬燒牛肉鍋,from $ 160,NA,1
e7wf/zhe-yang-zhou-song,這樣粥頌,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),皮蛋瘦肉粥,$ 78,NA,1
e7wf/zhe-yang-zhou-song,這樣粥頌,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),雙色瘦肉粥,$ 96,NA,1
e7wf/zhe-yang-zhou-song,這樣粥頌,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),炸黑輪,$ 36,NA,1
e7wf/zhe-yang-zhou-song,這樣粥頌,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),小肉豆,$ 36,NA,1
e7wf/zhe-yang-zhou-song,這樣粥頌,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),雞米花,$ 42,NA,1
e7wf/zhe-yang-zhou-song,這樣粥頌,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),脆薯,$ 42,NA,1
v0zo/zong-zong-lai-kuai-chao-dian,宗宗來快炒店,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,Beef Over Rice,from $ 90$ 95,$ 95,1
v0zo/zong-zong-lai-kuai-chao-dian,宗宗來快炒店,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,Lamb Over Rice,from $ 90$ 95,$ 95,1
v0zo/zong-zong-lai-kuai-chao-dian,宗宗來快炒店,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,Fried Rice With Egg & Pork Shrimp Squid,from $ 90$ 95,$ 95,1
v0zo/zong-zong-lai-kuai-chao-dian,宗宗來快炒店,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,Fried Rice With Egg & Beef,from $ 90$ 95,$ 95,1
v0zo/zong-zong-lai-kuai-chao-dian,宗宗來快炒店,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,Fried Rice With Egg & Shrimp,from $ 81$ 85,$ 85,1
v0zo/zong-zong-lai-kuai-chao-dian,宗宗來快炒店,4.5/5,滿$100打95折,指定店家全館消費滿$100打95折,Fried Noodles With Pork Shrimp Squid,from $ 90$ 95,$ 95,1
a1gp/zao-tang-shou-zuo-zao-can,早堂手作早餐,4.7/5,NA,NA,雙倍起司蛋餅,from $ 55,NA,1
a1gp/zao-tang-shou-zuo-zao-can,早堂手作早餐,4.7/5,NA,NA,九層塔燻雞蛋餅,from $ 60,NA,1
a1gp/zao-tang-shou-zuo-zao-can,早堂手作早餐,4.7/5,NA,NA,薯泥燒肉蛋餅,from $ 60,NA,0
a1gp/zao-tang-shou-zuo-zao-can,早堂手作早餐,4.7/5,NA,NA,燒肉蛋餅,from $ 55,NA,0
a1gp/zao-tang-shou-zuo-zao-can,早堂手作早餐,4.7/5,NA,NA,芋見厚蛋吐司,from $ 60,NA,1
a1gp/zao-tang-shou-zuo-zao-can,早堂手作早餐,4.7/5,NA,NA,勁辣雞腿堡,from $ 65,NA,0
ymgx/mi-gao-shi-jia,米糕世家,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),經典米糕套餐.四神湯,$ 120,NA,0
ymgx/mi-gao-shi-jia,米糕世家,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),經典米糕套餐.旗魚丸湯,$ 120,NA,0
ymgx/mi-gao-shi-jia,米糕世家,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),招牌雞肉飯套餐.四神湯,$ 120,NA,0
ymgx/mi-gao-shi-jia,米糕世家,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),招牌雞肉飯套餐.旗魚丸湯,$ 120,NA,0
ymgx/mi-gao-shi-jia,米糕世家,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),豪華蔥油雞腿飯套餐.四神湯,$ 165,NA,0
ymgx/mi-gao-shi-jia,米糕世家,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),豪華蔥油雞腿飯套餐.旗魚丸湯,$ 165,NA,0
uohc/zun-he-shi-fu,樽禾食府,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮭魚蛋炒飯【份量升級】,$ 100,NA,1
uohc/zun-he-shi-fu,樽禾食府,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蝦仁蛋炒飯【份量升級】,$ 110,NA,0
uohc/zun-he-shi-fu,樽禾食府,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒意麵【份量升級】,$ 100,NA,1
uohc/zun-he-shi-fu,樽禾食府,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),日式炒意麵【份量升級】,$ 100,NA,0
uohc/zun-he-shi-fu,樽禾食府,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),日式炒烏龍麵【份量升級】,$ 100,NA,1
uohc/zun-he-shi-fu,樽禾食府,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),日式叉燒拉麵【份量升級】,$ 110,NA,1
f2fr/hai-pai-wu-bian-dang-gong-fang,海派屋便當工坊,4.7/5,NA,NA,鹽酥雞腿餐盒,$ 120,NA,0
f2fr/hai-pai-wu-bian-dang-gong-fang,海派屋便當工坊,4.7/5,NA,NA,糖醋雞腿餐盒,$ 120,NA,0
f2fr/hai-pai-wu-bian-dang-gong-fang,海派屋便當工坊,4.7/5,NA,NA,紅燒鱸魚餐盒,$ 130,NA,1
f2fr/hai-pai-wu-bian-dang-gong-fang,海派屋便當工坊,4.7/5,NA,NA,三杯雞肉餐盒,$ 120,NA,1
f2fr/hai-pai-wu-bian-dang-gong-fang,海派屋便當工坊,4.7/5,NA,NA,蔥爆豬肉餐盒,$ 120,NA,1
f2fr/hai-pai-wu-bian-dang-gong-fang,海派屋便當工坊,4.7/5,NA,NA,蔥爆牛肉餐盒,$ 130,NA,0
d7yl/ba-fang-yun-ji-gao-xiong-mei-shu-dong-dian,八方雲集 (高雄華榮店),4.8/5,專區商品折扣,消費餐點金額(不含指定品項)折抵後須大於250元以上，並將指定品項加入購物車，方可享此優惠。未符合資格者，店家有權取消贈品或訂單。(此優惠活動不適用於外帶自取),招牌鍋貼,$ 68,NA,1
